movie_id,cast_data,crew_data
2636,Sylvester Stallone|Ray Quick|0~~Sharon Stone|May Munro|1~~James Woods|Ned Trent|2~~Rod Steiger|Joe Leon|3~~Eric Roberts|Tomas Leon|4~~Mario Ernesto Sánchez|Charlie|5~~Sergio Doré Jr.|Strongarm|6~~Chase Randolph|Stan Munro|7~~Jeana Bell|Alice Munro|8~~Brittany Paige Bouck|Young May|9~~Emilio Estefan|Pianoplayer|10~~LaGaylia Frazier|Singer #1|11,Director|Luis Llosa|Directing~~Producer|Jerry Weintraub|Production~~Screenplay|Alexandra Seros|Writing~~Director of Photography|Jeffrey L. Kimball|Camera~~Original Music Composer|John Barry|Sound~~Editor|Jack Hofstra|Editing~~Production Design|Walter P. Martishius|Art~~Costume Design|Judianna Makovsky|Costume & Make-Up~~Casting|Jackie Burch|Production~~Art Direction|Alan E. Muraoka|Art~~Set Decoration|Scott Jacobson|Art~~Novel|John Shirley|Writing~~Costume Supervisor|Carole Brown-James|Costume & Make-Up~~Costume Supervisor|Kent James|Costume & Make-Up
10478,,Director|Ron Shelton|Directing~~Producer|David V. Lester|Production~~Producer|Gary Foster|Production~~Screenplay|Ron Shelton|Writing~~Screenplay|John Norville|Writing~~Director of Photography|Russell Boyd|Camera~~Original Music Composer|William Ross|Sound~~Editor|Paul Seydor|Editing~~Editor|Kimberly Ray|Editing~~Production Design|James D. Bissell|Art~~Costume Design|Carol Oditz|Costume & Make-Up~~Casting|Victoria Thomas|Production~~Casting|Ed Johnston|Production~~Art Direction|Christopher Burian-Mohr|Art~~Art Direction|Gae S. Buckley|Art~~Set Decoration|Ric McElvin|Art~~Unit Production Manager|David Siegel|Production~~Second Unit Cinematographer|Mark Vargo|Crew~~Special Effects Supervisor|Burt Dalton|Visual Effects~~Makeup Department Head|Francisco X. Pérez|Costume & Make-Up
27983,Lucille Ball|Helen North|0~~Henry Fonda|Frank Beardley|1~~Van Johnson|Warrant Officer Darrel Harrison|2~~Tom Bosley|Family Doctor|3~~Louise Troy|Madeleine Love|4~~Sidney Miller|Dr. Ashford|5~~Morgan Brittany|Louise Beardsley|6~~Tracy Nelson|Germaine Beardsley|7~~Tim Matheson|Mike Beardsley|8,Director|Melville Shavelson|Directing~~Producer|Robert F. Blumofe|Production~~Story|Bob Carroll Jr.|Writing~~Story|Madelyn Davis|Writing~~Director of Photography|Charles F. Wheeler|Camera~~Editor|Stuart Gilmore|Editing~~Casting|Lynn Stalmaster|Production~~Music|Fred Karlin|Sound
9981,,Director|Jesse Dylan|Directing~~Producer|Jimmy Miller|Production~~Producer|Mia Apatow|Production~~Executive Producer|Charles Roven|Production~~Executive Producer|Daniel Lupi|Production~~Executive Producer|Judd Apatow|Production~~Director of Photography|Lloyd Ahern II|Camera~~Original Music Composer|Mark Isham|Sound~~Editor|Stuart H. Pappé|Editing~~Editor|Peter Teschner|Editing~~Production Design|Clayton Hartley|Art~~Costume Design|Pamela Withers|Costume & Make-Up~~Casting|Jeanne McCarthy|Production~~Casting|Juel Bestrop|Production~~Art Direction|Virginia L. Randolph|Art~~Stunt Coordinator|Webster Whinery|Crew~~Stunt Coordinator|Charlie Brewer|Crew~~Set Decoration|Jan Pascale|Art~~Music Supervisor|Dave Jordan|Sound~~Writer|Steve Rudnick|Writing
7453,Martin Freeman|Arthur Dent|0~~Zooey Deschanel|Trillian|1~~Sam Rockwell|Zaphod Beeblebrox|2~~Yasiin Bey|Ford Prefect|3~~John Malkovich|Humma Kavula|4~~Helen Mirren|Deep Thought|5~~Stephen Fry|Narrator/The Guide|6~~Anna Chancellor|Questular Rontok|7~~Bill Bailey|The Whale|8~~Dominique Jackson|Fook|9~~Thomas Lennon|Eddie the Computer|10~~Bill Nighy|Slartibartfast|11~~Alan Rickman|Marvin|12~~Steve Pemberton|Mr. Prosser|13~~Albie Woodington|Barman|14~~Warwick Davis|Marvin|15~~Richard Griffiths|Jeltz (voice)|17~~Ian McNeice|Kwaltz (voice)|18~~Mark Gatiss|Additional Vogon Voices (as League of Gentlemen)|19~~Reece Shearsmith||20,Director|Garth Jennings|Directing~~Producer|Roger Birnbaum|Production~~Producer|Gary Barber|Production~~Producer|Jay Roach|Production~~Executive Producer|Douglas Adams|Production~~Executive Producer|Derek Evans|Production~~Executive Producer|Robbie Stamp|Production~~Screenplay|Douglas Adams|Writing~~Screenplay|Karey Kirkpatrick|Writing~~Director of Photography|Igor Jadue-Lillo|Camera~~Original Music Composer|Joby Talbot|Sound~~Editor|Niven Howie|Editing~~Casting|Marcia Ross|Production~~Co-Producer|Todd Arnow|Production~~Novel|Douglas Adams|Writing~~Co-Producer|Rebekah Rudd|Production~~Co-Producer|Caroline Hewitt|Production
15045,Kenan Thompson|Fat Albert|0~~Shedrack Anderson III|Rudy|1~~Jermaine Williams|MushMouth|2~~Keith Robinson|Bill|3~~Alphonso McAuley|Bucky|4~~Aaron Frazier|Old Weird Harold|5~~Marques Houston|Dumb Donald|6~~Dania Ramirez|Lauri|7~~Omarion|Reggie|8~~Keri Lynn Pratt|Heather|9~~Alice Greczyn|Becky|10~~Bill Cosby|Himself|11~~Kyla Pratt|Doris|12,Director|Joel Zwick|Directing~~Producer|John Davis|Production~~Executive Producer|Bill Cosby|Production~~Executive Producer|Camille O. Cosby|Production~~Director of Photography|Paul Elliott|Camera~~Original Music Composer|Richard Gibbs|Sound~~Original Music Composer|Jared Lee Gosselin|Sound~~Editor|Tony Lombardo|Editing~~Production Design|Nina Ruscio|Art~~Costume Design|Francine Jamison-Tanchuck|Costume & Make-Up~~Casting|Chemin Sylvia Bernard|Production~~Casting|Monica Swann|Production~~Art Direction|Scott Meehan|Art~~Co-Producer|Jeffrey Stott|Production~~Set Decoration|K.C. Fox|Art~~Writer|Bill Cosby|Writing~~Writer|Charles Kipps|Writing~~Script Supervisor|Sydney Gilner|Directing~~Hairstylist|Camille Friend|Costume & Make-Up~~Animation|Anthony DeRosa|Visual Effects
7737,,Director|Russell Mulcahy|Directing~~Producer|Paul W.S. Anderson|Production~~Producer|Jeremy Bolt|Production~~Producer|Robert Kulzer|Production~~Executive Producer|Kelly Van Horn|Production~~Executive Producer|Martin Moszkowicz|Production~~Executive Producer|Victor Hadida|Production~~Screenplay|Paul W.S. Anderson|Writing~~Director of Photography|David Johnson|Camera~~Original Music Composer|Charlie Clouser|Sound~~Editor|Niven Howie|Editing~~Production Design|Eugenio Caballero|Art~~Costume Design|Joseph A. Porro|Costume & Make-Up~~Casting|Victoria Burrows|Production~~Casting|Scot Boland|Production~~Art Direction|Marco Niro|Art~~Line Producer|Héctor López|Production~~Set Decoration|Barbara Enriquez|Art
232672,,Director|Frank Coraci|Directing~~Producer|Adam Sandler|Production~~Producer|Jack Giarraputo|Production~~Producer|Mike Karz|Production~~Executive Producer|Steve Koren|Production~~Executive Producer|Barry Bernardi|Production~~Executive Producer|Allen Covert|Production~~Writer|Ivan Menchell|Writing~~Writer|Clare Sera|Writing
17379,Queen Latifah|Georgia Byrd|0~~LL Cool J|Sean Matthews|1~~Timothy Hutton|Matthew Kragen|2~~Giancarlo Esposito|Senator Dillings|3~~Alicia Witt|Ms. Buns|4~~Gérard Depardieu|Chef Didier|5~~Jane Adams|Rochelle|6,Director|Wayne Wang|Directing~~Executive Producer|Richard Vane|Production~~Screenplay|Jeffrey Price|Writing~~Screenplay|Peter S. Seaman|Writing~~Assistant Director|Jakub Dvorak|Directing
11359,Hal Scardino|Omri|0~~Litefoot|Little Bear|1~~Lindsay Crouse|Jane|2~~Richard Jenkins|Victor|3~~Rishi Bhat|Patrick|4~~Steve Coogan||5~~David Keith|Boone|6~~Sakina Jaffrey|Lucy|7~~Vincent Kartheiser||8~~Nestor Serrano||9,Director|Frank Oz|Directing~~Producer|Kathleen Kennedy|Production~~Producer|Frank Marshall|Production~~Producer|Jane Startz|Production~~Screenplay|Melissa Mathison|Writing~~Director of Photography|Russell Carpenter|Camera~~Original Music Composer|Randy Edelman|Sound~~Editor|Ian Crafford|Editing~~Casting|Margery Simkin|Production~~Casting|Kate Kennedy|Production
82525,,Director|Oliver Stone|Directing~~Producer|Moritz Borman|Production~~Producer|Eric Kopeloff|Production~~Producer|Evan Bates|Production~~Executive Producer|Shane Salerno|Production~~Executive Producer|Todd Arnow|Production~~Executive Producer|Fernando Sulichin|Production~~Screenplay|Oliver Stone|Writing~~Screenplay|Shane Salerno|Writing~~Screenplay|Don Winslow|Writing~~Director of Photography|Daniel Mindel|Camera~~Original Music Composer|Adam Peters|Sound~~Editor|Joe Hutshing|Editing~~Editor|Alex Marquez|Editing~~Editor|Stuart Levy|Editing~~Production Design|Tomas Voth|Art~~Casting|Sarah Finn|Production~~Editorial Production Assistant|Joe Hutshing|Editing~~Makeup Department Head|Bill Corso|Costume & Make-Up~~Novel|Don Winslow|Writing
9759,,Director|David R. Ellis|Directing~~Producer|Dean Devlin|Production~~Producer|Lauren Lloyd|Production~~Executive Producer|Toby Emmerich|Production~~Executive Producer|Douglas Curtis|Production~~Executive Producer|Richard Brener|Production~~Screenplay|Chris Morgan|Writing~~Story|Larry Cohen|Writing~~Director of Photography|Gary Capo|Camera~~Original Music Composer|John Ottman|Sound~~Editor|Eric A. Sears|Editing~~Production Design|Jaymes Hinkle|Art~~Costume Design|Christopher Lawrence|Costume & Make-Up~~Casting|Roger Mussenden|Production~~Art Direction|Domenic Silvestri|Art~~Set Decoration|Robert Gould|Art~~Special Effects Coordinator|Daniel Sudick|Crew~~Stunt Coordinator|Freddie Hice|Crew~~Executive In Charge Of Production|Erik Holmberg|Production
9486,,Director|Peter Howitt|Directing~~Producer|Tim Bevan|Production~~Producer|Eric Fellner|Production~~Producer|Mark Huffam|Production~~Director of Photography|Remi Adefarasin|Camera~~Original Music Composer|Ed Shearmur|Sound~~Editor|Robin Sales|Editing~~Author|Peter Howitt|Writing~~Author|Robert Wade|Writing~~Author|Neal Purvis|Writing
9906,Julia Roberts|Hova|0~~Meryl Streep|Queen|1~~Nicolas Cage|Zoc|2~~Paul Giamatti|Stan Beals|3~~Bruce Campbell|Fugax|4~~Regina King|Kreela|5~~Lily Tomlin|Mommo|6~~Larry Miller|Fred Nickle|7~~Cheri Oteri|Doreen Nickle|8~~Zach Tyler|Lucas Nickle|9~~Ricardo Montalban|Head of Council|10~~Myles Jeffrey|Steve|11~~Creagen Dow|Mullet Boy|12~~Frank Welker|Spindle / Frog / Caterpillar|13~~Mark DeCarlo|Fly|15~~Jake T. Austin|Nicky|16~~Allison Mack|Tiffany Nickle|17~~S. Scott Bullock|Glow Worm / Wasp Survivor|18~~Paul Greenberg||19~~Rob Paulsen|Beetle|20,Director|John A. Davis|Directing~~Producer|Tom Hanks|Production~~Producer|Gary Goetzman|Production~~Producer|John A. Davis|Production~~Executive Producer|Thomas Tull|Production~~Executive Producer|William Fay|Production~~Executive Producer|Keith Alcorn|Production~~Director of Photography|Ken Mitchroney|Camera~~Original Music Composer|John Debney|Sound~~Editor|Jon Price|Editing~~Production Design|Barry E. Jackson|Art~~Casting|Ruth Lambert|Production~~Art Direction|Chris Consani|Art~~Author|John A. Davis|Writing~~Author|John Nickle|Writing
4688,,Director|Julie Taymor|Directing~~Producer|Jennifer Todd|Production~~Producer|Matthew Gross|Production~~Producer|Richard Baratta|Production~~Executive Producer|Derek Dauchy|Production~~Screenplay|Dick Clement|Writing~~Screenplay|Ian La Frenais|Writing~~Director of Photography|Bruno Delbonnel|Camera~~Editor|Françoise Bonnot|Editing~~Music|Elliot Goldenthal|Sound
4148,Leonardo DiCaprio|Frank Wheeler|0~~Kate Winslet|April Wheeler|1~~Michael Shannon|John Givings|2~~Kathryn Hahn|Milly Campbell|3~~David Harbour|Shep Campbell|4~~Kathy Bates|Mrs. Helen Givings|5~~Ty Simpkins|Michael Wheeler|6~~Ryan Simpkins|Jennifer Wheeler|7~~Richard Easton|Howard Givings|8~~Dylan Baker|Jack Ordway|9~~Zoe Kazan|Maureen Grube|10~~Max Casella|Ed Small|11~~Jay O. Sanders|Bart Pollock|12~~Kristen Connolly|Mrs. Brace|13~~John Behlmann|Mr. Brace|14~~Max Baker|Vince Lathrop|15~~Keith Reddin|Ted Bandy|16~~Dylan Clark Marshall|Campbell Kid|17~~Marin Ireland|Party Guest|18,Director|Sam Mendes|Directing~~Producer|Bobby Cohen|Production~~Producer|John Hart|Production~~Producer|Scott Rudin|Production~~Screenplay|Justin Haythe|Writing~~Director of Photography|Roger Deakins|Camera~~Editor|Tariq Anwar|Editing~~Production Design|Kristi Zea|Art~~Costume Design|Albert Wolsky|Costume & Make-Up~~Casting|Debra Zane|Production~~Casting|Ellen Lewis|Production~~Art Direction|Nicholas Lundy|Art~~Art Direction|John Kasarda|Art~~Art Direction|Teresa Carriker-Thayer|Art~~Music|Thomas Newman|Sound~~Dialogue Editor|Dan Korintus|Editing~~Music Editor|Bill Bernstein|Sound~~Visual Effects Supervisor|Randall Balsmeyer|Visual Effects~~Set Decoration|Debra Schutt|Art~~Music Supervisor|Randall Poster|Sound
2207,Bruce Willis|Jack Mosley|0~~Yasiin Bey|Eddie Bunker|1~~David Morse|Frank Nugent|2~~Jenna Stern|Diane Mosley|3~~David Zayas|Robert Torres|4~~Casey Sander|Captain Dan Gruber|5~~Cylk Cozart|Jimmy Mulvey|6~~Robert Racki|Jerry Shue|7~~Patrick Garrow|Touhey|8~~Sasha Roiz|Kaller|9~~Conrad Pla|Ortiz|10~~Hechter Ubarry|Maldonado|11~~Richard Fitzpatrick|Deputy Commissioner Wagner|12~~Peter McRobbie|Mike Sheehan|13~~Michael F. Keenan|Fitzpatrick|14~~Robert Clohessy|Cannova|15~~Tig Fong|Briggs|16~~David Sparrow|Holding Cell Officer|17~~Beatriz Yuste|Subway Commuter|18~~Danny Lima|Russian|19~~Angela Seto|Chinese Wife|20,Director|Richard Donner|Directing~~Producer|Avi Lerner|Production~~Producer|Randall Emmett|Production~~Producer|John Thompson|Production~~Screenplay|Richard Wenk|Writing~~Director of Photography|Glen MacPherson|Camera~~Original Music Composer|Klaus Badelt|Sound~~Editor|Steve Mirkovich|Editing~~Production Design|Arvinder Grewal|Art~~Costume Design|Vicki Graef|Costume & Make-Up~~Set Decoration|Steve Shewchuk|Art~~Writer|Richard Wenk|Writing
9381,Vin Diesel|Toorop|0~~Michelle Yeoh|Schwester Rebecca|1~~Mélanie Thierry|Aurora|2~~Lambert Wilson|Darquandier|3~~Charlotte Rampling|Hohepriesterin|4~~Gérard Depardieu|Gorsky|5~~Mark Strong|Finn|6~~Jérôme Le Banner|Killa|7~~Joel Kirby|Dr. Newton|8~~Souleymane Dicko|Jamal|9~~Radek Bruna|Karl|10~~David Belle|Kid with Tattoos|11~~Jan Unger|Fight Promoter|12~~Abraham Belaga|Assistant to High Priestess|13~~David Gasman|Neolite Researcher|14~~Gary Cowan|Neolite Executive|15~~Lemmy Constantine|Neolite Marketing Executive|16~~Pete Thias|Neolite MIB|17~~Curtis Matthew|Submarine Captain|18,Director|Mathieu Kassovitz|Directing~~Producer|Alain Goldman|Production~~Producer|Benoît Jaubert|Production~~Screenplay|Mathieu Kassovitz|Writing~~Screenplay|Éric Besnard|Writing~~Director of Photography|Thierry Arbogast|Camera~~Editor|Benjamin Weill|Editing~~Production Design|Paul Cross|Art~~Costume Design|Chattoune|Costume & Make-Up~~Casting|Jina Jay|Production~~Casting|Nancy Bishop|Production~~Casting|Gigi Akoka|Production~~Art Direction|Jindrich Kocí|Art~~Art Direction|Olivier Raoux|Art~~Art Direction|Robert Cowper|Art
9625,,Director|John Gray|Directing~~Producer|Steven Seagal|Production~~Producer|Julius R. Nasso|Production~~Executive Producer|Michael I. Rachmil|Production~~Screenplay|Kevin Brodbin|Writing~~Director of Photography|Rick Bota|Camera~~Original Music Composer|Trevor Rabin|Sound~~Editor|Donn Cambern|Editing
20856,Carter Jenkins|Tom Pearson|0~~Austin Butler|Jake Pearson|1~~Kevin Nealon|Stuart Pearson|2~~Robert Hoffman|Ricky Dillman|3~~Doris Roberts|Rose Pearson|4~~Tim Meadows|Sheriff Doug Armstrong|5~~Ashley Boettcher|Hannah Pearson|6~~Henri Young|Art Pearson|7~~Regan Young|Lee Pearson|8~~Ashley Tisdale|Bethany Pearson|9~~Malese Jow|Julie|10~~Gillian Vigman|Nina Pearson|11~~Andy Richter|Uncle Nathan Pearson|12~~Maggie VandenBerghe|Annie Filkins|13~~J.K. Simmons|Skip (voice)|14~~Josh Peck|Sparks (voice)|15~~Thomas Haden Church|Tazer (voice)|16~~Kari Wahlgren|Razor (voice)|17,
5955,,Director|Sean Penn|Directing~~Producer|Sean Penn|Production~~Producer|Elie Samaha|Production~~Producer|Michael Fitzgerald|Production~~Executive Producer|Don Carmody|Production~~Executive Producer|Andrew Stevens|Production~~Screenplay|Jerzy Kromolowski|Writing~~Screenplay|Mary Olson-Kromolowski|Writing~~Director of Photography|Chris Menges|Camera~~Original Music Composer|Klaus Badelt|Sound~~Original Music Composer|Hans Zimmer|Sound~~Editor|Jay Cassidy|Editing~~Production Design|Bill Groom|Art~~Casting|Don Phillips|Production~~Art Direction|Helen Jarvis|Art~~Novel|Friedrich Dürrenmatt|Writing~~Finance|Michael Fitzgerald|Production
9899,Matthew Broderick|Leo Bloom|0~~Uma Thurman|Ulla|1~~Will Ferrell|Franz Liebkind|2~~Eileen Essell|Hold Me-Touch Me|3~~Gary Beach|Roger DeBris|5~~Michael McKean|Prison Trustee|6~~David Huddleston|Judge|7~~Debra Monk|Lick Me-Bite Me|8~~Andrea Martin|Kiss Me-Feel Me|9~~Jon Lovitz|Mr. Marks|10~~Meg Gillentine||11~~Bryn Dowling||12~~Kevin Ligon|Workman / Little Old Lady|13~~Ray Wills|Bum|14~~Marilyn Sokol|Bag Lady|15~~Brent Barrett|Brian the Set Designer|16~~Tory Ross|Misfit Showgirl|17~~Brad Oscar|Cab Driver|18~~Nathan Lane|Max Bialystock|19~~Roger Bart|Carmen Ghia|20~~Dan Bittner|Stormtrooper|21,Director|Susan Stroman|Directing~~Producer|Mel Brooks|Production~~Producer|Jonathan Sanger|Production~~Producer|Leah Zappy|Production~~Screenplay|Mel Brooks|Writing~~Screenplay|Thomas Meehan|Writing~~Director of Photography|Charles Minsky|Camera~~Director of Photography|John Bailey|Camera~~Original Music Composer|Glen Kelly|Sound~~Editor|Steven Weisberg|Editing~~Production Design|Mark Friedberg|Art~~Costume Design|William Ivey Long|Costume & Make-Up~~Casting|Tara Jayne Rubin|Production~~Art Direction|Peter Rogness|Art~~Set Decoration|Ellen Christiansen|Art
9826,,"Director|Simon Wincer|Directing~~Producer|Alan Ladd, Jr.|Production~~Producer|Robert Evans|Production~~Executive Producer|Richard Vane|Production~~Screenplay|Jeffrey Boam|Writing~~Sound Recordist|Jack Keller|Crew"
21355,Matt Damon|John Grady Cole|0~~Henry Thomas|Lacey Rawlins|1~~Penélope Cruz|Alejandra|2~~Sam Shepard|J.C. Franklin|3~~Robert Patrick|Cole|4~~Lucas Black|Jimmy Blevins|5~~Jesse Plemons|Young Grady|6~~Rubén Blades|Don Hector de la Rocha y Villarreal|7,Director|Billy Bob Thornton|Directing~~Screenplay|Ted Tally|Writing~~Editor|Sally Menke|Editing~~Writer|Cormac McCarthy|Writing
10858,"Anthony Hopkins|Richard Nixon|0~~Joan Allen|Pat Nixon|1~~Powers Boothe|Alexander Haig|2~~Ed Harris|E. Howard Hunt|3~~Bob Hoskins|J. Edgar Hoover|4~~E.G. Marshall|John Mitchell|5~~David Paymer|Ron Ziegler|6~~David Hyde Pierce|John Dean|7~~Paul Sorvino|Henry Kissinger|8~~Mary Steenburgen|Hannah Nixon|9~~J. T. Walsh|John Ehrlichman|10~~James Woods|H.R. Haldeman|11~~Brian Bedford|Clyde Tolson|12~~Kevin Dunn|Charles Colson|13~~Fyvush Finkel|Murray Chotiner|14~~Annabeth Gish|Julie Nixon Eisenhower|15~~Larry Hagman|""Jack Jones""|16~~Madeline Kahn|Martha Mitchell|17~~Dan Hedaya|Trini Cardoza|18~~Bridgette Wilson|Sandy|19~~Tom Bower|Frank Nixon|20~~Tony Goldwyn|Harold Nixon|21~~Edward Herrmann|Nelson Rockefeller|22~~Tony Lo Bianco|Johnny Roselli|23~~Saul Rubinek|Herb Klein|24",Director|Oliver Stone|Directing~~Producer|Oliver Stone|Production~~Producer|Dan Halsted|Production~~Screenplay|Oliver Stone|Writing~~Screenplay|Stephen J. Rivele|Writing~~Director of Photography|Robert Richardson|Camera~~Original Music Composer|John Williams|Sound~~Editor|Brian Berdan|Editing
11439,Ewan McGregor|The Ghost|0~~Pierce Brosnan|Adam Lang|1~~Jon Bernthal|Rick Ricardelli|2~~Kim Cattrall|Amelia|3~~Tom Wilkinson|Paul Emmett|4~~Olivia Williams|Ruth Lang|5~~Timothy Hutton|Sidney Kroll|6~~Jim Belushi|John Maddox|7~~Nyasha Hatendi|Josh|8~~Tim Preece|Roy|9~~Michael S. Ruscheinsky|The Island Reporter|10~~Eben Young|FBI Agent #1|11~~Jaymes Butler|FBI Officer|12~~Robert Seeliger|CNN Newscaster #1|13~~Anna Botting|SKY TV newsreader|14~~Marianne Graffam|Lucy|15~~Daphne Alexander|Connie|16~~Angelique Fernandez|War Crime Prosecutor|17~~Milton Welsh|Taxi Driver|18~~Alister Mazzotti|Protection Officer #1|19~~Eli Wallach|Old man|20~~Tim Faraday|Barry|21~~Kate Copeland|Alice|22~~Soogi Kang|Dep|23~~Robert Pugh|Richard Rycart|24,Director|Roman Polanski|Directing~~Producer|Roman Polanski|Production~~Producer|Robert Benmussa|Production~~Producer|Alain Sarde|Production~~Screenplay|Roman Polanski|Writing~~Screenplay|Robert Harris|Writing~~Director of Photography|Pawel Edelman|Camera~~Original Music Composer|Alexandre Desplat|Sound~~Editor|Hervé de Luze|Editing~~Production Design|Albrecht Konrad|Art~~Costume Design|Dinah Collin|Costume & Make-Up~~Casting|Fiona Weir|Production~~Art Direction|Cornelia Ott|Art~~Art Direction|Steve Summersgill|Art~~Stunt Coordinator|Volkhart Buff|Crew~~Art Department Coordinator|Roxy Konrad|Art~~Set Decoration|Ulli Isfort|Art~~Set Decoration|Bernhard Henrich|Art~~Novel|Robert Harris|Writing~~Music Editor|Suzana Peric|Sound
12412,,Director|Spike Lee|Directing~~Producer|Spike Lee|Production~~Producer|Luigi Musini|Production~~Producer|Roberto Cicutto|Production~~Director of Photography|Matthew Libatique|Camera~~Costume Design|Carlo Poggioli|Costume & Make-Up~~Casting|Kim Coleman|Production~~Casting|Béatrice Kruger|Production~~Casting|Karen Kaia Livers|Production~~Music|Terence Blanchard|Sound~~Novel|James McBride|Writing~~Writer|James McBride|Writing
1494,,Director|Zhang Yimou|Directing~~Producer|William Kong|Production~~Producer|Zhang Weiping|Production~~Screenplay|Zhang Yimou|Writing~~Screenplay|Chow Yun-fat|Writing~~Screenplay|Bian Zhihong|Writing~~Director of Photography|Zhao Xiaoding|Camera~~Original Music Composer|Shigeru Umebayashi|Sound~~Editor|Cheng Long|Editing~~Production Design|Tingxiao Huo|Art~~Costume Design|Yee Chung Man|Costume & Make-Up~~Visual Effects|Frankie Chung Chi Hang|Visual Effects~~Author|Yu Cao|Writing~~Sound Designer|Jing Tao|Sound
2185,Tim Allen|Eliot Arnold|0~~Rene Russo|Anna Herk|1~~Patrick Warburton|Officer Walter Kramitz|2~~Ben Foster|Matt Arnold|3~~Zooey Deschanel|Jenny Herk|4~~Stanley Tucci|Arthur Herk|5~~Tom Sizemore|Snake Dupree|6~~Johnny Knoxville|Eddie Leadbetter|7~~Dennis Farina|Henry Desalvo|8~~Jack Kehler|Leonard Ferroni|9~~Janeane Garofalo|Officer Monica Romero|10~~Heavy D|FBI Agent Pat Greer|11~~Omar Epps|FBI Agent Alan Seitz|12~~Jason Lee|Puggy|13~~Sofía Vergara|Nina|14~~Michael McShane|Bruce|15~~Siobhan Fallon|Fly by Air Ticket Agent|16~~Lars Arentz-Hansen|Leo|17~~Jay Rasumny|Courier #1|18~~Andy Richter|Jack Pendick / Ralph Pendick|19~~Daniel London|John / Ivan|20~~DJ Qualls|Andrew|21~~Cullen Douglas|Fly by Air Captain Justin Hobart|22~~Flip Schultz|Fly by Air Co-Pilot Jan Vigushin|23~~Jon Kasdan|Jack Pendick Trainee|24,Director|Barry Sonnenfeld|Directing~~Producer|Barry Sonnenfeld|Production~~Screenplay|Robert Ramsey|Writing~~Director of Photography|Greg Gardiner|Camera~~Original Music Composer|James Newton Howard|Sound~~Editor|Steven Weisberg|Editing
6639,Javier Bardem|Florentino Ariza|0~~Unax Ugalde|junger Florentino|1~~Benjamin Bratt|Juvenal Urbino|3~~Catalina Sandino Moreno|Hildebranda Sanchez|4~~Héctor Elizondo|Don Leo|5~~Liev Schreiber|Lotario Thurgot|6~~Fernanda Montenegro|Transito Ariza|7~~Laura Harring|Sara Noriega|8~~John Leguizamo|Lorenzo Daza|9~~Ana Claudia Talancón|Olympia Zuleta|10~~Alicia Borrachero|Escolastica|11~~Marcela Mar|America Vicuna|13~~Angie Cepeda|Junge Witwe|14~~Giovanna Mezzogiorno|Fermina Daza|15,Director|Mike Newell|Directing~~Producer|Scott Steindorff|Production~~Executive Producer|Michael Nozik|Production~~Executive Producer|Dylan Russell|Production~~Executive Producer|Scott LaStaiti|Production~~Screenplay|Ronald Harwood|Writing~~Director of Photography|Affonso Beato|Camera~~Original Music Composer|Antonio Pinto|Sound~~Editor|Mick Audsley|Editing~~Costume Design|Marit Allen|Costume & Make-Up~~Novel|Gabriel García Márquez|Writing
38153,,Director|George P. Cosmatos|Directing~~Producer|Adi Hasak|Production~~Writer|Adi Hasak|Writing
58233,,Director|Oliver Parker|Directing~~Production Design|Jim Clay|Art~~Writer|William Davies|Writing
116977,,Director|Lawrence Kasanoff|Directing~~Story|Lawrence Kasanoff|Writing~~Story|Joshua Wexler|Writing~~Editor|Craig Paulsen|Editing~~Writer|Brent V. Friedman|Writing~~Writer|Rebecca Swanson|Writing~~Writer|Sean Catherine Derek|Writing
68734,,Director|Ben Affleck|Directing~~Producer|Ben Affleck|Production~~Producer|George Clooney|Production~~Producer|Grant Heslov|Production~~Executive Producer|Graham King|Production~~Executive Producer|Chris Brigham|Production~~Executive Producer|Tim Headington|Production~~Screenplay|Chris Terrio|Writing~~Director of Photography|Rodrigo Prieto|Camera~~Original Music Composer|Alexandre Desplat|Sound~~Editor|William Goldenberg|Editing~~Production Design|Sharon Seymour|Art~~Costume Design|Jacqueline West|Costume & Make-Up~~Casting|Lora Kennedy|Production~~Casting|Şafak Binay|Production~~Art Direction|Peter Borck|Art~~Set Decoration|Jan Pascale|Art
5503,,Director|Andrew Davis|Directing~~Producer|Arnold Kopelson|Production~~Executive Producer|Keith Barish|Production~~Executive Producer|Roy Huggins|Production~~Screenplay|Jeb Stuart|Writing~~Screenplay|David Twohy|Writing~~Story|David Twohy|Writing~~Director of Photography|Michael Chapman|Camera~~Original Music Composer|James Newton Howard|Sound~~Editor|Dennis Virkler|Editing~~Editor|Dov Hoenig|Editing~~Editor|David Finfer|Editing~~Production Design|J. Dennis Washington|Art~~Costume Design|Aggie Guerard Rodgers|Costume & Make-Up~~Casting|Amanda Mackey|Production~~Casting|Cathy Sandrich|Production~~Art Direction|Maher Ahmad|Art
